Posição,Código IBGE,Município,UF,População
585º,3542602,Registro,São Paulo,56430
586º,1503903,Juruti,Pará,56325
587º,4314050,Parobé,Rio Grande do Sul,56277
588º,2608909,Limoeiro,Pernambuco,56140
589º,4304507,Canguçu,Rio Grande do Sul,56103
590º,2917607,Jaguaquara,Bahia,56033
591º,3546801,Santa Isabel,São Paulo,56014
592º,2610608,Paudalho,Pernambuco,55942
593º,2902104,Araci,Bahia,55935
594º,4210100,Mafra,Santa Catarina,55907
595º,1100114,Jaru,Rondônia,55871
596º,3540705,Porto Ferreira,São Paulo,55432
597º,5206206,Cristalina,Goiás,55347
598º,1500404,Alenquer,Pará,55246
599º,2313500,Trairi,Ceará,55207
600º,3537800,Piedade,São Paulo,55092
601º,2926608,Ribeira do Pombal,Bahia,54965
602º,2902708,Barra,Bahia,54915
603º,4207007,Içara,Santa Catarina,54845
604º,3549706,São José do Rio Pardo,São Paulo,54734
605º,1302702,Manicoré,Amazonas,54708
606º,5007901,Sidrolândia,Mato Grosso do Sul,54575
607º,3111200,Campo Belo,Minas Gerais,54458
608º,4203808,Canoinhas,Santa Catarina,54403
609º,2304707,Granja,Ceará,54365
610º,3510401,Capivari,São Paulo,54298
611º,3531100,Mongaguá,São Paulo,54257
612º,3524709,Jaguariúna,São Paulo,54204
613º,1500206,Acará,Pará,54096
614º,2302404,Boa Viagem,Ceará,54049
615º,3533908,Olímpia,São Paulo,54037
616º,2928802,Santo Estêvão,Bahia,53898
617º,3118007,Congonhas,Minas Gerais,53843
618º,2300309,Acopiara,Ceará,53572
619º,1301704,Humaitá,Amazonas,53383
620º,4109807,Ibiporã,Paraná,53356
621º,3138401,Leopoldina,Minas Gerais,53354
622º,5005707,Naviraí,Mato Grosso do Sul,53188
623º,2302206,Beberibe,Ceará,53110
624º,2615300,Timbaúba,Pernambuco,53083
625º,2905206,Caetité,Bahia,52853
626º,1502301,Capitão Poço,Pará,52839
627º,1718204,Porto Nacional,Tocantins,52828
628º,2515302,Sapé,Paraíba,52697
629º,2304285,Eusébio,Ceará,52667
630º,5006200,Nova Andradina,Mato Grosso do Sul,52625
631º,2702405,Delmiro Gouveia,Alagoas,52597
632º,2931905,Tucano,Bahia,52540
633º,3540606,Porto Feliz,São Paulo,52507
634º,5210000,Inhumas,Goiás,52311
635º,3128709,Guaxupé,Minas Gerais,52294
636º,2704708,Marechal Deodoro,Alagoas,52260
637º,1508209,Vigia,Pará,52216
638º,2807402,Tobias Barreto,Sergipe,52156
639º,4120606,Prudentópolis,Paraná,52125
640º,4219309,Videira,Santa Catarina,52066
641º,3503802,Artur Nogueira,São Paulo,51986
642º,2921500,Monte Santo,Bahia,51953
643º,2306306,Itapajé,Ceará,51945
644º,1503705,Itupiranga,Pará,51835
645º,4114609,Marechal Cândido Rondon,Paraná,51795
646º,2112803,Viana,Maranhão,51738
647º,3509700,Campos do Jordão,São Paulo,51454
648º,3137205,Lagoa da Prata,Minas Gerais,51204
649º,2114007,Zé Doca,Maranhão,51084
650º,3203908,Nova Venécia,Espírito Santo,50991
651º,2919801,Macaúbas,Bahia,50987
652º,1506187,Rondon do Pará,Pará,50925
653º,3549409,São Joaquim da Barra,São Paulo,50921
654º,3131901,Itabirito,Minas Gerais,50816
655º,1505106,Óbidos,Pará,50727
656º,4216206,São Francisco do Sul,Santa Catarina,50701
657º,4317400,Santiago,Rio Grande do Sul,50658
658º,3303609,Paracambi,Rio de Janeiro,50447
659º,3523206,Itararé,São Paulo,50379
660º,1716109,Paraíso do Tocantins,Tocantins,50360
661º,3556453,Vargem Grande Paulista,São Paulo,50346
662º,5100250,Alta Floresta,Mato Grosso,50189
663º,3107307,Bocaiuva,Minas Gerais,50168
664º,2602605,Brejo da Madre de Deus,Pernambuco,50138
665º,3107406,Bom Despacho,Minas Gerais,50042
666º,3531308,Monte Alto,São Paulo,49979
667º,2105708,Lago da Pedra,Maranhão,49856
668º,4219507,Xanxerê,Santa Catarina,49738
669º,3544103,Rio Grande da Serra,São Paulo,49408
670º,3524808,Jales,São Paulo,49110
671º,1506195,Rurópolis,Pará,49093
672º,4117602,Palmas,Paraná,48990
673º,2925105,Poções,Bahia,48861
674º,2302503,Brejo Santo,Ceará,48830
675º,2103406,Coelho Neto,Maranhão,48756
676º,3136306,João Pinheiro,Minas Gerais,48751
677º,4106407,Cornélio Procópio,Paraná,48677
678º,5218508,Quirinópolis,Goiás,48508
679º,4304630,Capão da Canoa,Rio Grande do Sul,48401
680º,2933604,Xique-Xique,Bahia,48365
681º,2312403,São Gonçalo do Amarante,Ceará,48265
682º,3143104,Monte Carmelo,Minas Gerais,48248
683º,2708006,Santana do Ipanema,Alagoas,48232
684º,3121605,Diamantina‎,Minas Gerais,48230
685º,5211800,Jaraguá,Goiás,48216
686º,2602100,Bom Conselho,Pernambuco,48214
687º,4113205,Lapa,Paraná,48067
688º,3508405,Cabreúva,São Paulo,47877
689º,2700409,Atalaia,Alagoas,47744
690º,2913903,Ipiaú,Bahia,47704
691º,3540200,Pontal,São Paulo,47638
692º,3160702,Santos Dumont,Minas Gerais,47561
693º,1600279,Laranjal do Jari,Amapá,47554
694º,4321600,Tramandaí,Rio Grande do Sul,47521
695º,5001102,Aquidauana,Mato Grosso do Sul,47482
696º,3510203,Capão Bonito,São Paulo,47463
697º,1100106,Guajará-Mirim,Rondônia,47451
698º,1301852,Iranduba,Amazonas,47407
699º,4307609,Estância Velha,Rio Grande do Sul,47287
700º,2109106,Presidente Dutra,Maranhão,47239
701º,3546405,Santa Cruz do Rio Pardo,São Paulo,47148
702º,2611804,Ribeirão,Pernambuco,47088
703º,2921005,Mata de São João,Bahia,46998
704º,2919504,Livramento de Nossa Senhora,Bahia,46739
705º,3511508,Cerquilho,São Paulo,46733
706º,2312304,São Benedito,Ceará,46648
707º,3537107,Pedreira,São Paulo,46598
708º,1502707,Conceição do Araguaia,Pará,46571
709º,3528403,Mairinque,São Paulo,46567
710º,2308104,Mauriti,Ceará,46548
711º,1505486,Pacajá,Pará,46383
712º,3514403,Dracena,São Paulo,46324
713º,2201200,Barras,Piauí,46291
714º,2920601,Maragogipe,Bahia,46260
715º,1501204,Baião,Pará,46110
716º,2202208,Campo Maior,Piauí,46082
717º,2100907,Araioses,Maranhão,46074
718º,2110500,São Bento,Maranhão,46039
719º,3527306,Louveira,São Paulo,45922
720º,5214606,Niquelândia,Goiás,45913
721º,3554805,Tremembé,São Paulo,45904
722º,2929503,São Sebastião do Passé,Bahia,45827
723º,4124103,Santo Antônio da Platina,Paraná,45819
724º,3536703,Pederneiras,São Paulo,45708
725º,4115804,Medianeira,Paraná,45586
726º,2929909,Seabra,Bahia,45568
727º,3163706,São Lourenço,Minas Gerais,45457
728º,4125605,São Mateus do Sul,Paraná,45398
729º,5213806,Morrinhos,Goiás,45382
730º,4209409,Laguna,Santa Catarina,45311
731º,5218003,Porangatu,Goiás,45305
732º,3200904,Barra de São Francisco,Espírito Santo,45283
733º,2614204,Sirinhaém,Pernambuco,45263
734º,3535507,Paraguaçu Paulista,São Paulo,45255
735º,2403103,Currais Novos,Rio Grande do Norte,45228
736º,2508901,Mamanguape,Paraíba,45005
737º,5005400,Maracaju,Mato Grosso do Sul,44994
738º,1302405,Lábrea,Amazonas,44861
739º,1500909,Augusto Corrêa,Pará,44734
740º,2709152,Teotônio Vilela,Alagoas,44666
741º,3516705,Garça,São Paulo,44582
742º,4318804,São Lourenço do Sul,Rio Grande do Sul,44580
743º,1303809,São Gabriel da Cachoeira,Amazonas,44553
744º,4313508,Osório,Rio Grande do Sul,44468
745º,3545308,Salto de Pirapora,São Paulo,44397
746º,3110004,Caeté,Minas Gerais,44377
747º,1508159,Uruará,Pará,44258
748º,2512507,Queimadas,Paraíba,44214
749º,2615409,Toritama,Pernambuco,44189
750º,3515186,Espírito Santo do Pinhal,São Paulo,44170
751º,4207304,Imbituba,Santa Catarina,44076
752º,2923001,Nova Viçosa,Bahia,44052
753º,2412203,São José de Mipibu,Rio Grande do Norte,43995
754º,3541307,Presidente Epitácio,São Paulo,43897
755º,5106752,Pontes e Lacerda,Mato Grosso,43832
756º,3551504,Serrana,São Paulo,43790
757º,2211100,União,Piauí,43761
758º,2308500,Mombaça,Ceará,43735
759º,2933208,Vera Cruz,Bahia,43640
760º,1508407,Xinguara,Pará,43530
761º,2312205,Santa Quitéria,Ceará,43360
762º,3534302,Orlândia,São Paulo,43306
763º,2910503,Entre Rios,Bahia,43223
764º,1200500,Sena Madureira,Acre,43139
765º,2600500,Águas Belas,Pernambuco,43087
766º,4304408,Canela,Rio Grande do Sul,43062
767º,3303708,Paraíba do Sul,Rio de Janeiro,42922
768º,3525102,Jardinópolis,São Paulo,42904
769º,2300754,Amontada,Ceará,42901
770º,4206504,Guaramirim,Santa Catarina,42872
771º,2310506,Pedra Branca,Ceará,42841
772º,4218202,Timbó,Santa Catarina,42801
773º,3522703,Itápolis,São Paulo,42747
774º,2926004,Remanso,Bahia,42672
775º,5106224,Nova Mutum,Mato Grosso,42607
776º,4104006,Campina Grande do Sul,Paraná,42547
777º,2601409,Barreiros,Pernambuco,42438
778º,3302601,Mangaratiba,Rio de Janeiro,42415
779º,2604205,Catende,Pernambuco,42343
780º,4317608,Santo Antônio da Patrulha,Rio Grande do Sul,42333
781º,3159605,Santa Rita do Sapucaí,Minas Gerais,42324
782º,2109601,Rosário,Maranhão,42314
783º,3556404,Vargem Grande do Sul,São Paulo,42310
784º,2104057,Estreito,Maranhão,42110
785º,2922003,Mucuri,Bahia,42072
786º,4215000,Rio Negrinho,Santa Catarina,42029
787º,3301306,Casimiro de Abreu,Rio de Janeiro,41999
788º,2803005,Itabaianinha,Sergipe,41961
789º,3172004,Visconde do Rio Branco,Minas Gerais,41932
790º,3139003,Machado,Minas Gerais,41920
791º,3145604,Oliveira,Minas Gerais,41907
792º,2109809,Santa Helena,Maranhão,41891
793º,2930204,Sento Sé,Bahia,41891
794º,3101706,Almenara,Minas Gerais,41794
795º,3144300,Nanuque,Minas Gerais,41787
796º,4313904,Panambi,Rio Grande do Sul,41781
797º,2928109,Santa Maria da Vitória,Bahia,41769
798º,2927002,Rio Real,Bahia,41767
799º,5006309,Paranaíba,Mato Grosso do Sul,41755
800º,3157005,Salinas,Minas Gerais,41678
801º,2612604,Santa Maria da Boa Vista,Pernambuco,41652
802º,2918100,Jeremoabo,Bahia,41605
803º,2305803,Ipu,Ceará,41576
804º,3303807,Paraty,Rio de Janeiro,41454
805º,3524105,Ituverava,São Paulo,41414
806º,2112308,Tuntum,Maranhão,41342
807º,1300607,Benjamin Constant,Amazonas,41329
808º,3304706,Santo Antônio de Pádua,Rio de Janeiro,41312
809º,2702900,Girau do Ponciano,Alagoas,41279
810º,2306553,Itarema,Ceará,41230
811º,3304755,São Francisco de Itabapoana,Rio de Janeiro,41191
812º,5208806,Goianira,Goiás,41169
813º,3130101,Igarapé,Minas Gerais,41127
814º,2102002,Bom Jardim,Maranhão,41120
815º,2100600,Amarante do Maranhão,Maranhão,41106
816º,4311809,Marau,Rio Grande do Sul,41059
817º,3554508,Tietê,São Paulo,41022
818º,2111508,São Mateus do Maranhão,Maranhão,40992
819º,5210406,Itaberaí,Goiás,40872
820º,2807105,Simão Dias,Sergipe,40838
821º,4316402,Rosário do Sul,Rio Grande do Sul,40727
822º,3102605,Andradas,Minas Gerais,40706
823º,3550100,São Manuel,São Paulo,40692
824º,2103505,Colinas,Maranhão,40575
825º,3107109,Boa Esperança,Minas Gerais,40530
826º,1300805,Borba,Amazonas,40464
827º,2913705,Inhambupe,Bahia,40453
828º,2314003,Várzea Alegre,Ceará,40440
829º,3517406,Guaíra,São Paulo,40287
830º,4111803,Jacarezinho,Paraná,40263
831º,3533502,Novo Horizonte,São Paulo,40225
832º,2929206,São Francisco do Conde,Bahia,40220
833º,3552106,Socorro,São Paulo,40220
834º,4117503,Paiçandu,Paraná,40156
835º,5221601,Uruaçu,Goiás,40082
836º,1200609,Tarauacá,Acre,40024
837º,1505908,Porto de Moz,Pará,39991
838º,5102678,Campo Verde,Mato Grosso,39933
839º,3204559,Santa Maria de Jetibá,Espírito Santo,39928
840º,2608800,Lajedo,Pernambuco,39888
841º,2200400,Altos,Piauí,39864
842º,4107207,Dois Vizinhos,Paraná,39856
843º,4306601,Dom Pedrito,Rio Grande do Sul,39822
844º,3104205,Arcos,Minas Gerais,39811
845º,4217204,São Miguel do Oeste,Santa Catarina,39793
846º,5105150,Juína,Mato Grosso,39779
847º,1100155,Ouro Preto do Oeste,Rondônia,39759
848º,2925204,Pojuca,Bahia,39718
849º,2411205,Santa Cruz,Rio Grande do Norte,39667
850º,1506203,Salinópolis,Pará,39569
851º,4204806,Curitibanos,Santa Catarina,39566
852º,3541505,Presidente Venceslau,São Paulo,39544
853º,3541604,Promissão,São Paulo,39506
854º,2305001,Guaraciaba do Norte,Ceará,39445
855º,1503093,Goianésia do Pará,Pará,39352
856º,2306256,Itaitinga,Ceará,39310
857º,1504901,Muaná,Pará,39231
858º,3518602,Guariba,São Paulo,39216
859º,3501707,Américo Brasiliense,São Paulo,39189
860º,3170800,Várzea da Palma,Minas Gerais,39128
861º,2203701,Esperantina,Piauí,39078
862º,1100452,Buritis,Rondônia,39044
863º,2602209,Bom Jardim,Pernambuco,39025
864º,4310603,Itaqui,Rio Grande do Sul,39012
865º,4315701,Rio Pardo,Rio Grande do Sul,39000
866º,1502905,Curuçá,Pará,38959
867º,3145901,Ouro Branco,Minas Gerais,38935
868º,4305355,Charqueadas,Rio Grande do Sul,38899
869º,3539509,Pitangueiras,São Paulo,38889
870º,3109006,Brumadinho,Minas Gerais,38863
871º,5219308,Santa Helena de Goiás,Goiás,38743
872º,3152204,Porteirinha,Minas Gerais,38741
873º,3203320,Marataízes,Espírito Santo,38670
874º,1100130,Machadinho d'Oeste,Rondônia,38609
875º,4306767,Eldorado do Sul,Rio Grande do Sul,38581
876º,2205508,José de Freitas,Piauí,38550
877º,1508084,Tucumã,Pará,38508
878º,3134400,Iturama,Minas Gerais,38484
879º,5000609,Amambai,Mato Grosso do Sul,38465
880º,1300300,Autazes,Amazonas,38454
881º,2928000,Santaluz,Bahia,38422
882º,2108207,Pedreiras,Maranhão,38365
883º,3201407,Castelo,Espírito Santo,38304
884º,2600708,Aliança,Pernambuco,38267
885º,2901007,Amargosa,Bahia,38259
886º,2308005,Massapê,Ceará,38210
887º,1500305,Afuá,Pará,38144
888º,2108306,Penalva,Maranhão,38144
889º,2207900,Pedro II,Piauí,38127
890º,1100189,Pimenta Bueno,Rondônia,38051
891º,1303908,São Paulo de Olivença,Amazonas,38047
892º,2602308,Bonito,Pernambuco,38044
893º,2929305,São Gonçalo dos Campos,Bahia,38018
894º,3135050,Jaíba,Minas Gerais,37939
895º,2305902,Ipueiras,Ceará,37896
896º,3112307,Capelinha,Minas Gerais,37867
897º,2910602,Esplanada,Bahia,37845
898º,2602001,Bodocó,Pernambuco,37816
899º,1503200,Igarapé-Açu,Pará,37753
900º,2408300,Nova Cruz,Rio Grande do Norte,37695
901º,3304805,São Fidélis,Rio de Janeiro,37689
902º,2917003,Itiúba,Bahia,37567
903º,4321501,Torres,Rio Grande do Sul,37564
904º,1301100,Careiro,Amazonas,37399
905º,3204708,São Gabriel da Palha,Espírito Santo,37375
906º,3103405,Araçuaí,Minas Gerais,37361
907º,3141108,Matozinhos,Minas Gerais,37344
908º,2110203,Santa Rita,Maranhão,37090
909º,2310704,Pentecoste,Ceará,37077
910º,2613107,São Caetano,Pernambuco,37023
911º,2600104,Afogados da Ingazeira,Pernambuco,37017
912º,4218004,Tijucas,Santa Catarina,36931
913º,3500709,Agudos,São Paulo,36880
914º,2921708,Morro do Chapéu,Bahia,36856
915º,2605103,Custódia,Pernambuco,36753
916º,2905800,Camamu,Bahia,36644
917º,2804508,Nossa Senhora da Glória,Sergipe,36613
918º,2926400,Riacho de Santana,Bahia,36439
919º,2207009,Oeiras,Piauí,36432
920º,1303106,Nova Olinda do Norte,Amazonas,36431
921º,2600401,Água Preta,Pernambuco,36371
922º,3505302,Barra Bonita,São Paulo,36331
923º,2401008,Apodi,Rio Grande do Norte,36323
924º,2607653,Itambé,Pernambuco,36320
925º,3502507,Aparecida,São Paulo,36279
926º,4205506,Fraiburgo,Santa Catarina,36261
927º,2916500,Itapicuru,Bahia,36211
928º,3525706,José Bonifácio,São Paulo,36198
929º,2906808,Cansanção,Bahia,36191
930º,5103254,Colniza,Mato Grosso,36161
931º,5007208,Rio Brilhante,Mato Grosso do Sul,36144
932º,2611002,Petrolândia,Pernambuco,36108
933º,2102101,Brejo,Maranhão,36102
934º,3300605,Bom Jesus do Itabapoana,Rio de Janeiro,36068
935º,1502152,Canaã dos Carajás,Pará,36027
936º,4109609,Guaratuba,Paraná,35986
937º,3101508,Além Paraíba,Minas Gerais,35866
938º,3306206,Vassouras,Rio de Janeiro,35768
939º,2924405,Pilão Arcado,Bahia,35740
940º,4203600,Campos Novos,Santa Catarina,35710
941º,2614105,Sertânia,Pernambuco,35670
942º,5218300,Posse,Goiás,35574
943º,2706901,Pilar,Alagoas,35552
944º,2909901,Curaçá,Bahia,35524
945º,3500303,Aguaí,São Paulo,35508
946º,2308401,Missão Velha,Ceará,35409
947º,2302107,Baturité,Ceará,35351
948º,4201307,Araquari,Santa Catarina,35268
949º,1702208,Araguatins,Tocantins,35216
950º,4213609,Porto União,Santa Catarina,35207
951º,3305000,São João da Barra,Rio de Janeiro,35174
952º,3500105,Adamantina,São Paulo,35139
953º,2904902,Cachoeira,Bahia,35139
954º,2405801,João Câmara,Rio Grande do Norte,35087
955º,4216305,São João Batista,Santa Catarina,35065
956º,2112407,Turiaçu,Maranhão,35063
957º,4318903,São Luiz Gonzaga,Rio Grande do Sul,35057
958º,4309100,Gramado,Rio Grande do Sul,35047
959º,3162104,São Gotardo,Minas Gerais,35016
960º,2708501,São Luís do Quitunde,Alagoas,34961
961º,4114807,Marialva,Paraná,34955
962º,3521002,Iperó,São Paulo,34913
963º,4310108,Igrejinha,Rio Grande do Sul,34903
964º,3550407,São Pedro,São Paulo,34898
965º,1301407,Eirunepé,Amazonas,34888
966º,4313706,Palmeira das Missões,Rio Grande do Sul,34844
967º,1705508,Colinas do Tocantins,Tocantins,34839
968º,4112009,Jaguariaíva,Paraná,34822
969º,2926301,Riachão do Jacuípe,Bahia,34784
970º,3201902,Domingos Martins,Espírito Santo,34757
971º,4314803,Portão,Rio Grande do Sul,34692
972º,2907806,Cícero Dantas,Bahia,34676
973º,3132503,Itamarandiba,Minas Gerais,34661
974º,3513108,Cravinhos,São Paulo,34651
975º,4302808,Caçapava do Sul,Rio Grande do Sul,34634
976º,3202801,Itapemirim,Espírito Santo,34628
977º,3505203,Bariri,São Paulo,34602
978º,1303536,Presidente Figueiredo,Amazonas,34574
979º,4114203,Mandaguari,Paraná,34559
980º,2708808,São Sebastião,Alagoas,34551
981º,2805406,Poço Redondo,Sergipe,34529
982º,3151503,Piumhi,Minas Gerais,34525
983º,5104104,Guarantã do Norte,Mato Grosso,34500
984º,2917706,Jaguarari,Bahia,34499
985º,2306900,Jaguaribe,Ceará,34448
986º,2107803,Parnarama,Maranhão,34375
987º,3125101,Extrema,Minas Gerais,34344
988º,2313609,Ubajara,Ceará,34332
989º,5209101,Goiatuba,Goiás,34312
990º,2102036,Bom Jesus das Selvas,Maranhão,34278
991º,2402204,Canguaretama,Rio Grande do Norte,34267
992º,3519303,Ibaté,São Paulo,34226
993º,2513901,São Bento,Paraíba,34215
994º,1300706,Boca do Acre,Amazonas,34176
995º,2902906,Barra do Choça,Bahia,34121
996º,2210607,São Raimundo Nonato,Piauí,34109
997º,2803203,Itaporanga d'Ajuda,Sergipe,34101
998º,4102000,Assis Chateaubriand,Paraná,34064
999º,3128006,Guanhães,Minas Gerais,34054
1000º,2801306,Capela,Sergipe,34050
1001º,2414407,Touros,Rio Grande do Norte,34043
1002º,4117701,Palmeira,Paraná,34023
1003º,3544004,Rio das Pedras,São Paulo,33935
1004º,2310209,Paracuru,Ceará,33894
1005º,2908507,Conceição do Jacuípe,Bahia,33876
1006º,4122305,Rio Negro,Paraná,33857
1007º,2603009,Cabrobó,Pernambuco,33856
1008º,5105101,Juara,Mato Grosso,33851
1009º,3168002,Taiobeiras,Minas Gerais,33824
1010º,2613503,São José do Belmonte,Pernambuco,33804
1011º,2307007,Jaguaruana,Ceará,33740
1012º,3146008,Ouro Fino,Minas Gerais,33716
1013º,2613602,São José do Egito,Pernambuco,33704
1014º,2110708,São Domingos do Maranhão,Maranhão,33691
1015º,2928901,São Desidério,Bahia,33661
1016º,5101704,Barra do Bugres,Mato Grosso,33644
1017º,5106422,Peixoto de Azevedo,Mato Grosso,33630
1018º,4308607,Garibaldi,Rio Grande do Sul,33624
1019º,3113305,Carangola,Minas Gerais,33559
1020º,5102637,Campo Novo do Parecis,Mato Grosso,33551
1021º,4120903,Quedas do Iguaçu,Paraná,33543
1022º,1502806,Curralinho,Pará,33490
1023º,2608107,João Alfredo,Pernambuco,33485
1024º,3546306,Santa Cruz das Palmeiras,São Paulo,33455
1025º,4115705,Matinhos,Paraná,33450
1026º,2106607,Matões,Maranhão,33374
1027º,2909307,Correntina,Bahia,33361
1028º,3520400,Ilhabela,São Paulo,33354
1029º,3513702,Descalvado,São Paulo,33346
1030º,5003306,Coxim,Mato Grosso do Sul,33323
1031º,2905602,Camacan,Bahia,33310
1032º,2509701,Monteiro,Paraíba,33294
1033º,2506004,Esperança,Paraíba,33266
1034º,2911204,Gandu,Bahia,33234
1035º,2206209,Miguel Alves,Piauí,33209
1036º,1500503,Almeirim,Pará,33195
1037º,2106904,Monção,Maranhão,33156
1038º,4307807,Estrela,Rio Grande do Sul,33140
1039º,5220108,São Luís de Montes Belos,Goiás,33118
1040º,2112605,Urbano Santos,Maranhão,33038
1041º,1100098,Espigão d'Oeste,Rondônia,33030
1042º,2906303,Canavieiras,Bahia,33002
1043º,2930154,Serra do Ramalho,Bahia,32991
1044º,4108809,Guaíra,Paraná,32974
1045º,3305752,Tanguá,Rio de Janeiro,32970
1046º,2923704,Paratinga,Bahia,32967
1047º,1501956,Cachoeira do Piriá,Pará,32947
1048º,2704500,Maragogi,Alagoas,32940
